tanggal,medan,pekanbaru,batam,palembang,bandung,jakarta,yogyakarta,surabaya,balikpapan,makassar
2022-10-01,,,,,,,,,,
2022-10-02,,,,,,,,,,
2022-10-03,59000,110450,101450,107650,103200,126550,87750,88550,139450.0,70000
2022-10-04,59000,110450,101450,107650,103200,126550,87750,88550,139450.0,70000
2022-10-05,44000,105700,95050,97750,96200,126700,92950,88400,139450.0,70750
2022-10-06,44000,105700,95050,97750,96200,126700,92950,88400,139450.0,70750
2022-10-07,44000,105700,95050,97750,96200,126700,92950,88400,139450.0,70750
2022-10-08,,,,,,,,,,
2022-10-09,,,,,,,,,,
2022-10-10,44000,105700,95050,97750,96200,126700,92950,88400,139450.0,70750
2022-10-11,44000,105700,95050,97750,96200,126700,92950,88400,139450.0,70750
2022-10-12,53250,97100,97550,99150,94700,120700,82700,88400,139450.0,70750
2022-10-13,53250,97100,97550,99150,94700,120700,82700,88400,139450.0,70750
2022-10-14,53250,97100,97550,99150,94700,120700,82700,88400,139450.0,70750
2022-10-15,,,,,,,,,,
2022-10-16,,,,,,,,,,
2022-10-17,53250,97100,97550,99150,94700,120700,82700,88400,139450.0,70750
2022-10-18,53250,97100,97550,99150,94700,120700,82700,88400,139450.0,70750
2022-10-19,45750,84350,98300,96750,95850,121450,88200,88400,130200.0,70750
2022-10-20,45750,84350,98300,96750,95850,121450,88200,88400,130200.0,70750
2022-10-21,45750,84350,98300,96750,95850,121450,88200,88400,130200.0,70750
2022-10-22,,,,,,,,,,
2022-10-23,,,,,,,,,,
2022-10-24,45750,84350,98300,96750,95850,121450,88200,88400,130200.0,70750
2022-10-25,45750,84350,98300,96750,95850,121450,88200,88400,130200.0,70750
2022-10-26,44750,84350,95800,86450,86950,120700,79050,82350,130200.0,50300
2022-10-27,44750,84350,95800,86450,86950,120700,79050,82350,130200.0,50300
2022-10-28,44750,84350,95800,86450,86950,120700,79050,82350,130200.0,50300
2022-10-29,,,,,,,,,,
2022-10-30,,,,,,,,,,
2022-10-31,44750,84350,95800,86450,86950,120700,79050,82350,130200.0,50300
2022-11-01,44750,84350,95800,86450,86950,120700,79050,82350,130200.0,50300
2022-11-02,44750,84350,87200,86450,86950,98100,79550,82350,130200.0,50050
2022-11-03,44750,84350,87200,86450,86950,98100,79550,82350,130200.0,50050
2022-11-04,44750,84350,87200,86450,86950,98100,79550,82350,130200.0,50050
2022-11-05,,,,,,,,,,
2022-11-06,,,,,,,,,,
2022-11-07,44750,84350,87200,86450,86950,98100,79550,82350,130200.0,50050
2022-11-08,44750,84350,87200,86450,86950,98100,79550,82350,130200.0,50050
2022-11-09,40750,74600,83500,89500,82450,99350,84700,82350,130200.0,48550
2022-11-10,40750,74600,83500,89500,82450,99350,84700,82350,130200.0,48550
2022-11-11,40750,74600,83500,89500,82450,99350,84700,82350,130200.0,48550
2022-11-12,,,,,,,,,,
2022-11-13,,,,,,,,,,
2022-11-14,40750,74600,83500,89500,82450,99350,84700,82350,130200.0,48550
2022-11-15,40750,74600,83500,89500,82450,99350,84700,82350,130200.0,48550
2022-11-16,40750,74600,84000,80050,75450,96350,70600,77600,125150.0,50050
2022-11-17,40750,74600,84000,80050,75450,96350,70600,77600,125150.0,50050
2022-11-18,40750,74600,84000,80050,75450,96350,70600,77600,125150.0,50050
