Bandung,Makassar,DKI Jakarta,Medan,Surabaya,Pekanbaru,Batam,Palembang,Yogyakarta,Balikpapan
55750.0,26900.0,62900.0,42500.0,48300.0,83950.0,90300.0,64050.0,53100.0,83900.0
85950.0,55200.0,104200.0,58400.0,80550.0,83900.0,115250.0,88800.0,102000.0,72650.0
85950.0,55200.0,104200.0,58400.0,80550.0,83900.0,115250.0,88800.0,102000.0,72650.0
85950.0,55200.0,104200.0,58400.0,80550.0,83900.0,115250.0,88800.0,102000.0,72650.0
,,,,,,,,,
,,,,,,,,,
85950.0,55200.0,104200.0,58400.0,80550.0,83900.0,115250.0,88800.0,102000.0,72650.0
85950.0,55200.0,104200.0,58400.0,80550.0,83900.0,115250.0,88800.0,102000.0,72650.0
83650.0,53350.0,104200.0,67200.0,83300.0,83900.0,111350.0,86550.0,102000.0,72650.0
83650.0,53350.0,104200.0,67200.0,83300.0,83900.0,111350.0,86550.0,102000.0,72650.0
83650.0,53350.0,104200.0,67200.0,83300.0,83900.0,111350.0,86550.0,102000.0,72650.0
,,,,,,,,,
,,,,,,,,,
83650.0,53350.0,104200.0,67200.0,83300.0,83900.0,111350.0,86550.0,102000.0,72650.0
83650.0,53350.0,104200.0,67200.0,83300.0,83900.0,111350.0,86550.0,102000.0,72650.0
83650.0,52400.0,104200.0,67200.0,80700.0,83900.0,108150.0,86550.0,99500.0,76900.0
83650.0,52400.0,104200.0,67200.0,80700.0,83900.0,108150.0,86550.0,99500.0,76900.0
83650.0,52400.0,104200.0,67200.0,80700.0,83900.0,108150.0,86550.0,99500.0,76900.0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
83650.0,52400.0,104200.0,67200.0,80700.0,83900.0,108150.0,86550.0,99500.0,76900.0
87300.0,50350.0,104200.0,57950.0,90950.0,89900.0,87100.0,84550.0,89500.0,74900.0
,,,,,,,,,
,,,,,,,,,
72850.0,60700.0,78050.0,35500.0,78700.0,89900.0,82500.0,68600.0,75200.0,80550.0
55200.0,57200.0,63900.0,31750.0,78700.0,58900.0,69650.0,68600.0,65450.0,76150.0
53850.0,57600.0,50700.0,43400.0,73800.0,64900.0,93800.0,62250.0,61200.0,76150.0
45500.0,44250.0,45450.0,39500.0,49200.0,54750.0,75650.0,60150.0,54150.0,76150.0
,,,,,,,,,
47650.0,24900.0,54600.0,49600.0,45200.0,68050.0,83600.0,55450.0,42100.0,67650.0
55750.0,26900.0,62900.0,42500.0,48300.0,83950.0,90300.0,64050.0,53100.0,83900.0
,,,,,,,,,
,,,,,,,,,
82600.0,50950.0,104200.0,65700.0,90950.0,89900.0,96700.0,84550.0,94500.0,76900.0
82600.0,50950.0,104200.0,65700.0,90950.0,89900.0,96700.0,84550.0,94500.0,76900.0
83100.0,49450.0,104200.0,57950.0,90950.0,89900.0,92100.0,84550.0,94500.0,76900.0
83100.0,49450.0,104200.0,57950.0,90950.0,89900.0,92100.0,84550.0,94500.0,76900.0
83100.0,49450.0,104200.0,57950.0,90950.0,89900.0,92100.0,84550.0,94500.0,76900.0
,,,,,,,,,
,,,,,,,,,
83100.0,49450.0,104200.0,57950.0,90950.0,89900.0,92100.0,84550.0,94500.0,76900.0
83100.0,49450.0,104200.0,57950.0,90950.0,89900.0,92100.0,84550.0,94500.0,76900.0
87300.0,50350.0,104200.0,57950.0,90950.0,89900.0,87100.0,84550.0,89500.0,76900.0
87300.0,50350.0,104200.0,57950.0,90950.0,89900.0,87100.0,84550.0,89500.0,74900.0
87300.0,50350.0,104200.0,57950.0,90950.0,89900.0,87100.0,84550.0,89500.0,74900.0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
78200.0,52000.0,104200.0,67200.0,90700.0,98900.0,100550.0,88800.0,99500.0,76900.0
83850.0,51250.0,91700.0,57950.0,91950.0,89900.0,83200.0,83950.0,92000.0,76900.0
,,,,,,,,,
84450.0,59950.0,109750.0,46400.0,94750.0,89900.0,87050.0,84650.0,88550.0,80550.0
72850.0,60700.0,78050.0,35500.0,78700.0,89900.0,82500.0,68600.0,75200.0,80550.0
,,,,,,,,,
53850.0,57600.0,50700.0,43400.0,73800.0,64900.0,93800.0,62250.0,61200.0,76150.0
45500.0,44250.0,45450.0,39500.0,49200.0,54750.0,75650.0,60150.0,54150.0,76150.0
,,,,,,,,,
48400.0,24900.0,51200.0,49600.0,45200.0,72050.0,87400.0,55450.0,45800.0,67650.0
,,,49600.0,,68050.0,,55450.0,,83900.0
,,,,,,,,,
,,,,,,,,,
83950.0,55200.0,91700.0,57950.0,91950.0,89900.0,88200.0,83950.0,92000.0,76900.0
83950.0,55200.0,91700.0,57950.0,91950.0,89900.0,88200.0,83950.0,92000.0,76900.0
82700.0,56050.0,91700.0,57950.0,91950.0,89900.0,88800.0,83950.0,92000.0,76900.0
82700.0,56050.0,91700.0,57950.0,91950.0,89900.0,88800.0,83950.0,92000.0,76900.0
82700.0,56050.0,91700.0,57950.0,91950.0,89900.0,88800.0,83950.0,92000.0,76900.0
,,,,,,,,,
,,,,,,,,,
82700.0,56050.0,91700.0,57950.0,91950.0,89900.0,88800.0,83950.0,92000.0,76900.0
82700.0,56050.0,91700.0,57950.0,91950.0,89900.0,88800.0,83950.0,92000.0,76900.0
79600.0,55300.0,91700.0,57950.0,92000.0,89900.0,87200.0,83950.0,86900.0,76900.0
79600.0,55300.0,91700.0,57950.0,92000.0,89900.0,87200.0,83950.0,86900.0,76900.0
79600.0,55300.0,91700.0,57950.0,92000.0,89900.0,87200.0,83950.0,86900.0,76900.0
,,,,,,,,,
,,,,,,,,,
79600.0,55300.0,91700.0,57950.0,92000.0,89900.0,87200.0,83950.0,86900.0,76900.0
79600.0,55300.0,91700.0,57950.0,92000.0,89900.0,87200.0,83950.0,86900.0,76900.0
79600.0,55300.0,91700.0,57950.0,92000.0,89900.0,87200.0,83950.0,86900.0,79900.0
72950.0,53300.0,76050.0,63750.0,67200.0,53900.0,102100.0,75950.0,81300.0,77400.0
78200.0,52000.0,104200.0,67200.0,90700.0,98900.0,100550.0,88800.0,99500.0,76900.0
83850.0,51250.0,91700.0,57950.0,91950.0,89900.0,83200.0,83950.0,92000.0,76900.0
,,,,,,,,,
84450.0,59950.0,109750.0,46400.0,94750.0,89900.0,87050.0,84650.0,88550.0,80550.0
72850.0,60700.0,78050.0,35500.0,78700.0,89900.0,82500.0,68600.0,75200.0,80550.0
,,,,,,,,,
55350.0,51600.0,51350.0,43400.0,73800.0,68600.0,78100.0,62750.0,57700.0,76150.0
,,,,,,,,,
38900.0,30150.0,41100.0,33500.0,45700.0,63950.0,71700.0,50200.0,40600.0,74400.0
48400.0,24900.0,51200.0,49600.0,45200.0,68050.0,87400.0,55450.0,45800.0,67650.0
,,,,,,,,,
79100.0,55300.0,100950.0,57950.0,94750.0,89900.0,90450.0,85700.0,82100.0,76400.0
84800.0,56950.0,100950.0,58700.0,94750.0,89900.0,86200.0,92150.0,84600.0,76400.0
84800.0,56950.0,100950.0,58700.0,94750.0,89900.0,86200.0,92150.0,84600.0,76400.0
84800.0,56950.0,100950.0,58700.0,94750.0,89900.0,86200.0,92150.0,84600.0,76400.0
,,,,,,,,,
,,,,,,,,,
84800.0,56950.0,100950.0,58700.0,94750.0,89900.0,86200.0,92150.0,84600.0,76400.0
84800.0,56950.0,100950.0,58700.0,94750.0,89900.0,86200.0,92150.0,84600.0,76400.0
84700.0,56950.0,103100.0,53900.0,94750.0,92550.0,86800.0,92150.0,88550.0,76400.0
84700.0,56950.0,103100.0,53900.0,94750.0,92550.0,86800.0,92150.0,88550.0,76400.0
84700.0,56950.0,103100.0,53900.0,94750.0,92550.0,86800.0,92150.0,88550.0,76400.0
,,,,,,,,,
,,,,,,,,,
84700.0,56950.0,103100.0,53900.0,94750.0,92550.0,86800.0,92150.0,88550.0,76400.0
84700.0,56950.0,103100.0,53900.0,94750.0,92550.0,86800.0,92150.0,88550.0,76400.0
84450.0,59950.0,109750.0,46400.0,94750.0,89900.0,87050.0,84650.0,88550.0,80550.0
84450.0,59950.0,109750.0,46400.0,94750.0,89900.0,87050.0,84650.0,88550.0,80550.0
84450.0,59950.0,109750.0,46400.0,94750.0,89900.0,87050.0,84650.0,88550.0,80550.0
72950.0,53300.0,76050.0,63750.0,67200.0,53900.0,102100.0,75950.0,81300.0,77400.0
78200.0,52000.0,104200.0,67200.0,90700.0,98900.0,100550.0,88800.0,99500.0,76900.0
83850.0,51250.0,91700.0,57950.0,91950.0,89900.0,83200.0,83950.0,92000.0,76900.0
79600.0,55300.0,91700.0,57950.0,92000.0,89900.0,87200.0,83950.0,86900.0,79900.0
75100.0,63300.0,94950.0,43200.0,84750.0,92400.0,84600.0,66600.0,83750.0,80550.0
,,,,,,,,,
55200.0,57200.0,63900.0,31750.0,78700.0,58900.0,69650.0,68600.0,65450.0,76150.0
55350.0,51600.0,51350.0,43400.0,73800.0,68600.0,78100.0,62750.0,57700.0,76150.0
,,,,,,,,,
38900.0,30150.0,41100.0,33500.0,45700.0,63950.0,71700.0,50200.0,40600.0,74400.0
43600.0,26400.0,46900.0,49600.0,45200.0,68050.0,80200.0,55450.0,42100.0,67650.0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
78200.0,63400.0,84800.0,45200.0,85600.0,89900.0,85350.0,66600.0,72850.0,80550.0
78200.0,63400.0,84800.0,45200.0,85600.0,89900.0,85350.0,66600.0,72850.0,80550.0
85200.0,63200.0,84800.0,38950.0,83100.0,89900.0,89600.0,69600.0,75850.0,80750.0
85200.0,63200.0,84800.0,38950.0,83100.0,89900.0,89600.0,69600.0,75850.0,80750.0
85200.0,63200.0,84800.0,38950.0,83100.0,89900.0,89600.0,69600.0,75850.0,80750.0
,,,,,,,,,
,,,,,,,,,
85200.0,63200.0,84800.0,38950.0,83100.0,89900.0,89600.0,69600.0,75850.0,80750.0
85200.0,63200.0,84800.0,38950.0,83100.0,89900.0,89600.0,69600.0,75850.0,80750.0
,,,,,,,,,
80000.0,63200.0,83300.0,35500.0,78700.0,92400.0,88050.0,68600.0,75700.0,80750.0
80000.0,63200.0,83300.0,35500.0,78700.0,92400.0,88050.0,68600.0,75700.0,80750.0
,,,,,,,,,
,,,,,,,,,
80000.0,63200.0,83300.0,35500.0,78700.0,92400.0,88050.0,68600.0,75700.0,80750.0
86700.0,54450.0,104200.0,63750.0,84300.0,53900.0,103650.0,92550.0,91650.0,77400.0
,,,,,,,,,
,,,,,,,,,
79600.0,55300.0,91700.0,57950.0,92000.0,89900.0,87200.0,83950.0,86900.0,79900.0
75100.0,63300.0,94950.0,43200.0,84750.0,92400.0,84600.0,66600.0,83750.0,80550.0
,,,,,,,,,
55200.0,57200.0,63900.0,31750.0,78700.0,58900.0,69650.0,68600.0,65450.0,76150.0
55350.0,51600.0,51350.0,43400.0,73800.0,68600.0,78100.0,62750.0,57700.0,76150.0
45500.0,44250.0,45450.0,39500.0,49200.0,54750.0,75650.0,60150.0,54150.0,76150.0
43600.0,27950.0,44000.0,44000.0,45700.0,66700.0,78050.0,51050.0,35150.0,74400.0
,,,,,,,,,
,,,49600.0,,,,,,83900.0
,,,,,,,,,
65700.0,57700.0,63450.0,35500.0,78700.0,99900.0,84550.0,64850.0,75200.0,80550.0
65700.0,57700.0,63450.0,35500.0,78700.0,99900.0,84550.0,64850.0,75200.0,80550.0
59200.0,57200.0,60700.0,31750.0,78700.0,99900.0,70050.0,68600.0,70700.0,76150.0
59200.0,57200.0,60700.0,31750.0,78700.0,99900.0,70050.0,68600.0,70700.0,76150.0
59200.0,57200.0,60700.0,31750.0,78700.0,99900.0,70050.0,68600.0,70700.0,76150.0
,,,,,,,,,
,,,,,,,,,
59200.0,57200.0,60700.0,31750.0,78700.0,99900.0,70050.0,68600.0,70700.0,76150.0
59200.0,57200.0,60700.0,31750.0,78700.0,99900.0,70050.0,68600.0,70700.0,76150.0
55200.0,57200.0,63900.0,31750.0,78700.0,58900.0,69650.0,68600.0,65450.0,76150.0
55200.0,57200.0,63900.0,31750.0,78700.0,58900.0,69650.0,68600.0,65450.0,76150.0
55200.0,57200.0,63900.0,31750.0,78700.0,58900.0,69650.0,68600.0,65450.0,76150.0
,,,,,,,,,
,,,,,,,,,
55200.0,57200.0,63900.0,31750.0,78700.0,58900.0,69650.0,68600.0,65450.0,76150.0
55200.0,57200.0,63900.0,31750.0,78700.0,58900.0,69650.0,68600.0,65450.0,76150.0
55200.0,57200.0,63900.0,31750.0,78700.0,58900.0,69650.0,68600.0,65450.0,76150.0
86700.0,54450.0,104200.0,63750.0,84300.0,53900.0,103650.0,92550.0,91650.0,77400.0
,,,,,,,,,
,,,,,,,,,
79100.0,55300.0,100950.0,57950.0,94750.0,89900.0,90450.0,85700.0,82100.0,76400.0
75100.0,63300.0,94950.0,43200.0,84750.0,92400.0,84600.0,66600.0,83750.0,80550.0
72850.0,60700.0,78050.0,35500.0,78700.0,89900.0,82500.0,68600.0,75200.0,80550.0
53550.0,58100.0,65450.0,33900.0,77900.0,58700.0,73450.0,64900.0,60950.0,78550.0
,,,,,,,,,
45500.0,44250.0,45450.0,39500.0,49200.0,54750.0,75650.0,60150.0,54150.0,76150.0
43600.0,27950.0,44000.0,44000.0,45700.0,66700.0,78050.0,51050.0,35150.0,74400.0
,,,,,,,,,
55750.0,26900.0,62900.0,42500.0,48300.0,83950.0,90300.0,64050.0,53100.0,83900.0
53550.0,58100.0,65450.0,33900.0,77900.0,58700.0,73450.0,64900.0,60950.0,78550.0
55200.0,57700.0,49050.0,43900.0,73800.0,58700.0,72450.0,62650.0,62650.0,72800.0
55200.0,57700.0,49050.0,43900.0,73800.0,58700.0,72450.0,62650.0,62650.0,72800.0
55200.0,57700.0,49050.0,43900.0,73800.0,58700.0,72450.0,62650.0,62650.0,72800.0
,,,,,,,,,
,,,,,,,,,
55200.0,57700.0,49050.0,43900.0,73800.0,58700.0,72450.0,62650.0,62650.0,72800.0
,,,,,,,,,
53850.0,57100.0,50700.0,40900.0,73800.0,58700.0,76200.0,61500.0,62650.0,76150.0
53850.0,57100.0,50700.0,40900.0,73800.0,58700.0,76200.0,61500.0,62650.0,76150.0
53850.0,57100.0,50700.0,40900.0,73800.0,58700.0,76200.0,61500.0,62650.0,76150.0
,,,,,,,,,
,,,,,,,,,
53850.0,57100.0,50700.0,40900.0,73800.0,58700.0,76200.0,61500.0,62650.0,76150.0
53850.0,57100.0,50700.0,40900.0,73800.0,58700.0,76200.0,61500.0,62650.0,76150.0
53850.0,57600.0,50700.0,43400.0,73800.0,64900.0,93800.0,62250.0,61200.0,76150.0
53850.0,57600.0,50700.0,43400.0,73800.0,64900.0,93800.0,62250.0,61200.0,76150.0
53850.0,57600.0,50700.0,43400.0,73800.0,64900.0,93800.0,62250.0,61200.0,76150.0
,,,,,,,,,
86700.0,54450.0,104200.0,63750.0,84300.0,53900.0,103650.0,92550.0,91650.0,77400.0
78200.0,52000.0,104200.0,67200.0,90700.0,98900.0,100550.0,88800.0,99500.0,76900.0
83850.0,51250.0,91700.0,57950.0,91950.0,89900.0,83200.0,83950.0,92000.0,76900.0
79100.0,55300.0,100950.0,57950.0,94750.0,89900.0,90450.0,85700.0,82100.0,76400.0
,,,,,,,,,
72850.0,60700.0,78050.0,35500.0,78700.0,89900.0,82500.0,68600.0,75200.0,80550.0
53550.0,58100.0,65450.0,33900.0,77900.0,58700.0,73450.0,64900.0,60950.0,78550.0
,,,,,,,,,
43150.0,33900.0,43950.0,39500.0,46200.0,55750.0,72200.0,50650.0,40600.0,74400.0
43600.0,27950.0,44000.0,44000.0,45700.0,66700.0,78050.0,51050.0,35150.0,74400.0
43600.0,26400.0,46900.0,49600.0,45200.0,68050.0,80200.0,55450.0,42100.0,67650.0
54600.0,28800.0,64650.0,42500.0,49700.0,83950.0,89250.0,63550.0,66850.0,96150.0
50000.0,44350.0,55250.0,39500.0,73800.0,54750.0,78100.0,62750.0,57700.0,76150.0
,,,,,,,,,
,,,,,,,,,
50000.0,44350.0,55250.0,39500.0,73800.0,54750.0,78100.0,62750.0,57700.0,76150.0
,,,,,,,,,
50000.0,44350.0,54500.0,39500.0,73800.0,54750.0,78050.0,62750.0,57700.0,76150.0
50000.0,44350.0,54500.0,39500.0,73800.0,54750.0,78050.0,62750.0,57700.0,76150.0
50000.0,44350.0,54500.0,39500.0,73800.0,54750.0,78050.0,62750.0,57700.0,76150.0
,,,,,,,,,
,,,,,,,,,
50000.0,44350.0,54500.0,39500.0,73800.0,54750.0,78050.0,62750.0,57700.0,76150.0
50000.0,44350.0,54500.0,39500.0,73800.0,54750.0,78050.0,62750.0,57700.0,76150.0
48500.0,44350.0,53050.0,39500.0,73800.0,54750.0,77150.0,57750.0,57700.0,76150.0
48500.0,44350.0,53050.0,39500.0,73800.0,54750.0,77150.0,57750.0,57700.0,76150.0
48500.0,44350.0,53050.0,39500.0,73800.0,54750.0,77150.0,57750.0,57700.0,76150.0
,,,,,,,,,
,,,,,,,,,
48500.0,44350.0,53050.0,39500.0,73800.0,54750.0,77150.0,57750.0,57700.0,76150.0
48500.0,44350.0,53050.0,39500.0,73800.0,54750.0,77150.0,57750.0,57700.0,76150.0
,,,,,,,,,
78200.0,52000.0,104200.0,67200.0,90700.0,98900.0,100550.0,88800.0,99500.0,76900.0
83850.0,51250.0,91700.0,57950.0,91950.0,89900.0,83200.0,83950.0,92000.0,76900.0
79100.0,55300.0,100950.0,57950.0,94750.0,89900.0,90450.0,85700.0,82100.0,76400.0
,,,,,,,,,
65700.0,57700.0,63450.0,35500.0,78700.0,99900.0,84550.0,64850.0,75200.0,80550.0
53550.0,58100.0,65450.0,33900.0,77900.0,58700.0,73450.0,64900.0,60950.0,78550.0
55350.0,51600.0,51350.0,43400.0,73800.0,68600.0,78100.0,62750.0,57700.0,76150.0
43150.0,33900.0,43950.0,39500.0,46200.0,55750.0,72200.0,50650.0,40600.0,74400.0
,,,,,,,,,
48400.0,24900.0,51200.0,49600.0,45200.0,72050.0,87400.0,55450.0,45800.0,67650.0
54600.0,28800.0,64650.0,42500.0,49700.0,83950.0,89250.0,63550.0,66850.0,96150.0
43150.0,33900.0,43950.0,39500.0,46200.0,55750.0,72200.0,50650.0,40600.0,74400.0
43150.0,33900.0,43950.0,39500.0,46200.0,55750.0,72200.0,50650.0,40600.0,74400.0
38650.0,33900.0,43100.0,33500.0,45700.0,65350.0,72200.0,51150.0,40600.0,74400.0
38650.0,33900.0,43100.0,33500.0,45700.0,65350.0,72200.0,51150.0,40600.0,74400.0
38650.0,33900.0,43100.0,33500.0,45700.0,65350.0,72200.0,51150.0,40600.0,74400.0
,,,,,,,,,
,,,,,,,,,
38650.0,33900.0,43100.0,33500.0,45700.0,65350.0,72200.0,51150.0,40600.0,74400.0
38650.0,33900.0,43100.0,33500.0,45700.0,65350.0,72200.0,51150.0,40600.0,74400.0
38900.0,30150.0,41100.0,33500.0,45700.0,63950.0,71700.0,50200.0,40600.0,74400.0
38900.0,30150.0,41100.0,33500.0,45700.0,63950.0,71700.0,50200.0,40600.0,74400.0
38900.0,30150.0,41100.0,33500.0,45700.0,63950.0,71700.0,50200.0,40600.0,74400.0
,,,,,,,,,
,,,,,,,,,
38900.0,30150.0,41100.0,33500.0,45700.0,63950.0,71700.0,50200.0,40600.0,74400.0
38900.0,30150.0,41100.0,33500.0,45700.0,63950.0,71700.0,50200.0,40600.0,74400.0
38900.0,30150.0,41100.0,33500.0,45700.0,63950.0,71700.0,50200.0,40600.0,74400.0
38900.0,30150.0,41100.0,33500.0,45700.0,63950.0,71700.0,50200.0,40600.0,74400.0
,,,,,,,,,
82600.0,50950.0,104200.0,65700.0,90950.0,89900.0,96700.0,84550.0,94500.0,76900.0
83950.0,55200.0,91700.0,57950.0,91950.0,89900.0,88200.0,83950.0,92000.0,76900.0
,,,,,,,,,
75100.0,63300.0,94950.0,43200.0,84750.0,92400.0,84600.0,66600.0,83750.0,80550.0
65700.0,57700.0,63450.0,35500.0,78700.0,99900.0,84550.0,64850.0,75200.0,80550.0
,,,,,,,,,
55350.0,51600.0,51350.0,43400.0,73800.0,68600.0,78100.0,62750.0,57700.0,76150.0
43150.0,33900.0,43950.0,39500.0,46200.0,55750.0,72200.0,50650.0,40600.0,74400.0
,,,,,,,,,
47450.0,25650.0,52000.0,53500.0,47050.0,72050.0,88000.0,64450.0,49550.0,68650.0
,,,49600.0,,,,,,96150.0
43600.0,26400.0,46900.0,44000.0,46450.0,68050.0,84050.0,52000.0,42100.0,67650.0
43600.0,26400.0,46900.0,44000.0,46450.0,68050.0,80200.0,52000.0,42100.0,67650.0
43600.0,26400.0,46900.0,44000.0,45200.0,68050.0,80200.0,54700.0,42100.0,67650.0
,,,,,,,,,
,,,,,,,,,
43600.0,26400.0,46900.0,44000.0,45200.0,68050.0,80200.0,54700.0,42100.0,67650.0
43600.0,26400.0,46900.0,44000.0,45200.0,68050.0,80200.0,54700.0,42100.0,67650.0
,,,,,,,,,
43600.0,26400.0,46900.0,44000.0,45200.0,68050.0,80200.0,55450.0,42100.0,67650.0
43600.0,26400.0,46900.0,44000.0,45200.0,68050.0,80200.0,55450.0,42100.0,67650.0
,,,,,,,,,
,,,,,,,,,
43600.0,26400.0,46900.0,44000.0,45200.0,68050.0,80200.0,55450.0,42100.0,67650.0
43600.0,26400.0,46900.0,44000.0,45200.0,68050.0,80200.0,55450.0,42100.0,67650.0
47650.0,24900.0,54600.0,49600.0,45200.0,68050.0,83600.0,55450.0,42100.0,67650.0
47650.0,24900.0,54600.0,49600.0,45200.0,68050.0,80200.0,55450.0,42100.0,67650.0
43600.0,26400.0,46900.0,44000.0,45200.0,68050.0,80200.0,55450.0,42100.0,67650.0
,,,,,,,,,
,,,,,,,,,
86700.0,54450.0,104200.0,63750.0,84300.0,53900.0,103650.0,92550.0,91650.0,77400.0
82600.0,50950.0,104200.0,65700.0,90950.0,89900.0,96700.0,84550.0,94500.0,76900.0
,,,,,,,,,
,,,,,,,,,
75100.0,63300.0,94950.0,43200.0,84750.0,92400.0,84600.0,66600.0,83750.0,80550.0
65700.0,57700.0,63450.0,35500.0,78700.0,99900.0,84550.0,64850.0,75200.0,80550.0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
43600.0,27950.0,44000.0,44000.0,45700.0,66700.0,78050.0,51050.0,35150.0,74400.0
47450.0,25650.0,52000.0,49600.0,47050.0,72050.0,88000.0,64450.0,49550.0,68650.0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
43600.0,26400.0,46900.0,49600.0,45200.0,68050.0,80200.0,55450.0,42100.0,68650.0
47450.0,25650.0,52000.0,49600.0,47050.0,72050.0,88000.0,64450.0,49550.0,68650.0
51600.0,24150.0,52600.0,53500.0,48300.0,72050.0,89400.0,63800.0,51300.0,83900.0
51600.0,24150.0,52600.0,53500.0,48300.0,72050.0,89400.0,63800.0,51300.0,83900.0
43600.0,26400.0,46900.0,49600.0,45200.0,68050.0,80200.0,55450.0,42100.0,83900.0
,,,,,,,,,
,,,,,,,,,
43600.0,26400.0,46900.0,49600.0,45200.0,68050.0,80200.0,55450.0,42100.0,83900.0
51600.0,24150.0,52600.0,53500.0,48300.0,72050.0,89400.0,63800.0,51300.0,83900.0
54550.0,26400.0,55600.0,42500.0,48300.0,72050.0,90550.0,67050.0,64400.0,83900.0
54550.0,26400.0,55600.0,42500.0,48300.0,72050.0,90550.0,67050.0,64400.0,83900.0
,,,49600.0,45200.0,68050.0,80200.0,55450.0,,83900.0
,,,,,,,,,
,,,,,,,,,
,,,49600.0,,68050.0,,55450.0,,83900.0
54550.0,26400.0,55600.0,42500.0,48300.0,72050.0,90550.0,67050.0,64400.0,83900.0
86700.0,54450.0,104200.0,63750.0,84300.0,53900.0,103650.0,92550.0,91650.0,77400.0
,,,,,,,,,
83950.0,55200.0,91700.0,57950.0,91950.0,89900.0,88200.0,83950.0,92000.0,76900.0
79100.0,55300.0,100950.0,57950.0,94750.0,89900.0,90450.0,85700.0,82100.0,76400.0
,,,,,,,,,
,,,,,,,,,
53550.0,58100.0,65450.0,33900.0,77900.0,58700.0,73450.0,64900.0,60950.0,78550.0
50000.0,44350.0,55250.0,39500.0,73800.0,54750.0,78100.0,62750.0,57700.0,76150.0
,,,,,,,,,
43600.0,27950.0,44000.0,44000.0,45700.0,66700.0,78050.0,51050.0,35150.0,74400.0
43600.0,26400.0,46900.0,49600.0,45200.0,68050.0,80200.0,55450.0,42100.0,68650.0
,,,,,,,,,
,,,49600.0,,,,,,96150.0
54600.0,28800.0,64650.0,42500.0,49700.0,83950.0,89250.0,63550.0,66850.0,96150.0
73900.0,59800.0,70550.0,42500.0,55700.0,73950.0,83950.0,68700.0,74450.0,96150.0
73900.0,59800.0,70550.0,42500.0,55700.0,73950.0,83950.0,68700.0,74450.0,96150.0
,,,,,,,,,96150.0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,96150.0
73900.0,59800.0,70550.0,42500.0,55700.0,73950.0,83950.0,68700.0,74450.0,96150.0
71500.0,59800.0,76800.0,42500.0,55700.0,83950.0,83050.0,69250.0,74450.0,109900.0
71500.0,59800.0,76800.0,42500.0,55700.0,83950.0,83050.0,69250.0,74450.0,109900.0
,,,,,,,,,109900.0
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,109900.0
71500.0,59800.0,76800.0,42500.0,55700.0,83950.0,83050.0,69250.0,74450.0,109900.0
71500.0,59800.0,76800.0,42500.0,55700.0,83950.0,83050.0,69250.0,74450.0,96150.0
71500.0,59800.0,76800.0,42500.0,55700.0,83950.0,83050.0,69250.0,74450.0,96150.0
,,,,,,,,,96150.0
,,,,,,,,,
,,,,,,,,,
56550.0,65700.0,63400.0,43350.0,65150.0,76600.0,90500.0,65350.0,63900.0,85650.0
68450.0,61750.0,76700.0,61000.0,69050.0,92100.0,96300.0,71950.0,66950.0,108150.0
,,,,,,,,,
,,,,,,,,,
98400.0,57400.0,98650.0,91500.0,88350.0,114450.0,117900.0,113650.0,85350.0,131200.0
131050.0,60550.0,141700.0,95500.0,100950.0,118700.0,119100.0,124750.0,100950.0,137450.0
116550.0,71800.0,132700.0,99000.0,94700.0,110950.0,102500.0,101650.0,89900.0,142950.0
,,,,,,,,,
86950.0,50300.0,120700.0,44750.0,82350.0,84350.0,95800.0,86450.0,79050.0,130200.0
,,,,,,,,,
65300.0,69450.0,80200.0,29950.0,70650.0,82200.0,91800.0,61850.0,69200.0,110200.0
65300.0,69450.0,80200.0,29950.0,70650.0,82200.0,91800.0,61850.0,69200.0,110200.0
,,,,,,,,,
,,,,,,,,,
65300.0,69450.0,80200.0,29950.0,70650.0,82200.0,91800.0,61850.0,69200.0,110200.0
65300.0,69450.0,80200.0,29950.0,70650.0,82200.0,91800.0,61850.0,69200.0,110200.0
62300.0,67700.0,64900.0,29950.0,65650.0,82200.0,82450.0,60200.0,67200.0,102200.0
62300.0,67700.0,64900.0,29950.0,65650.0,82200.0,82450.0,60200.0,67200.0,102200.0
62300.0,67700.0,64900.0,29950.0,65650.0,82200.0,82450.0,60200.0,67200.0,102200.0
,,,,,,,,,
,,,,,,,,,
62300.0,67700.0,64900.0,29950.0,65650.0,82200.0,82450.0,60200.0,67200.0,102200.0
62300.0,67700.0,64900.0,29950.0,65650.0,82200.0,82450.0,60200.0,67200.0,102200.0
57250.0,67700.0,59900.0,29950.0,72650.0,80200.0,76950.0,61100.0,67200.0,102200.0
57250.0,67700.0,59900.0,29950.0,72650.0,80200.0,76950.0,61100.0,67200.0,102200.0
57250.0,67700.0,59900.0,29950.0,72650.0,80200.0,76950.0,61100.0,67200.0,102200.0
,,,,,,,,,
,,,,,,,,,
57250.0,67700.0,59900.0,29950.0,72650.0,80200.0,76950.0,61100.0,67200.0,102200.0
,,,,,,,,,
