,balikpapan,bandung,batam,jakarta,makassar,medan,palembang,pekanbaru,surabaya,yogyakarta
2018-11-05,60900.0,52250.0,65250.0,61700.0,31150.0,38450.0,62900.0,56150.0,58450.0,47200.0
2018-11-06,60900.0,52250.0,65250.0,61700.0,31150.0,38450.0,62900.0,56150.0,58450.0,47200.0
2018-11-07,60900.0,49100.0,61900.0,64000.0,33400.0,38450.0,63450.0,54650.0,59450.0,54550.0
2018-11-08,60900.0,49100.0,61900.0,64000.0,33400.0,38450.0,63450.0,54650.0,59450.0,54550.0
2018-11-09,60900.0,49100.0,61900.0,64000.0,33400.0,38450.0,63450.0,54650.0,59450.0,54550.0
2018-11-10,,,,,,,,,,
2018-11-11,,,,,,,,,,
2018-11-12,60900.0,49100.0,61900.0,64000.0,33400.0,38450.0,63450.0,54650.0,59450.0,54550.0
2018-11-13,60900.0,49100.0,61900.0,64000.0,33400.0,38450.0,63450.0,54650.0,59450.0,54550.0
2018-11-14,60900.0,55250.0,60900.0,64000.0,32900.0,39250.0,63450.0,54650.0,59450.0,54550.0
2018-11-15,60900.0,55250.0,60900.0,64000.0,32900.0,39250.0,63450.0,54650.0,59450.0,54550.0
2018-11-16,60900.0,55250.0,60900.0,64000.0,32900.0,39250.0,63450.0,54650.0,59450.0,54550.0
2018-11-17,,,,,,,,,,
2018-11-18,,,,,,,,,,
2018-11-19,60900.0,55250.0,60900.0,64000.0,32900.0,39250.0,63450.0,54650.0,59450.0,54550.0
2018-11-20,,,,,,,,,,
2018-11-21,60900.0,54350.0,60050.0,64000.0,31050.0,39250.0,63450.0,54500.0,59450.0,53400.0
2018-11-22,60900.0,54350.0,60050.0,64000.0,31050.0,39250.0,63450.0,54500.0,59450.0,53400.0
2018-11-23,60900.0,54350.0,60050.0,64000.0,31050.0,39250.0,63450.0,54500.0,59450.0,53400.0
2018-11-24,,,,,,,,,,
2018-11-25,,,,,,,,,,
2018-11-26,60900.0,54350.0,60050.0,64000.0,31050.0,39250.0,63450.0,54500.0,59450.0,53400.0
2018-11-27,60900.0,54350.0,60050.0,64000.0,31050.0,39250.0,63450.0,54500.0,59450.0,53400.0
2018-11-28,60900.0,52050.0,57550.0,63000.0,31500.0,34050.0,64100.0,54700.0,55200.0,55350.0
2018-11-29,60900.0,52050.0,57550.0,63000.0,31500.0,34050.0,64100.0,54700.0,55200.0,55350.0
2018-11-30,60900.0,52050.0,57550.0,63000.0,31500.0,34050.0,64100.0,54700.0,55200.0,55350.0
2018-12-01,,,,,,,,,,
2018-12-02,,,,,,,,,,
2018-12-03,60900.0,52050.0,57550.0,63000.0,31500.0,34050.0,64100.0,54700.0,55200.0,55350.0
2018-12-04,60900.0,52050.0,57550.0,63000.0,31500.0,34050.0,64100.0,54700.0,55200.0,55350.0
2018-12-05,60900.0,50150.0,57400.0,63250.0,37000.0,33750.0,64100.0,51700.0,55950.0,50200.0
2018-12-06,60900.0,50150.0,57400.0,63250.0,37000.0,33750.0,64100.0,51700.0,55950.0,50200.0
2018-12-07,60900.0,50150.0,57400.0,63250.0,37000.0,33750.0,64100.0,51700.0,55950.0,50200.0
2018-12-08,,,,,,,,,,
2018-12-09,,,,,,,,,,
2018-12-10,60900.0,50150.0,57400.0,63250.0,37000.0,33750.0,64100.0,51700.0,55950.0,50200.0
2018-12-11,60900.0,50150.0,57400.0,63250.0,37000.0,33750.0,64100.0,51700.0,55950.0,50200.0
2018-12-12,60900.0,50150.0,54650.0,61350.0,35200.0,33900.0,64100.0,49700.0,55950.0,48700.0
2018-12-13,60900.0,50150.0,54650.0,61350.0,35200.0,33900.0,64100.0,49700.0,55950.0,48700.0
2018-12-14,60900.0,50150.0,54650.0,61350.0,35200.0,33900.0,64100.0,49700.0,55950.0,48700.0
2018-12-15,,,,,,,,,,
2018-12-16,,,,,,,,,,
2018-12-17,60900.0,50150.0,54650.0,61350.0,35200.0,33900.0,64100.0,49700.0,55950.0,48700.0
2018-12-18,60900.0,50150.0,54650.0,61350.0,35200.0,33900.0,64100.0,49700.0,55950.0,48700.0
2018-12-19,60900.0,50400.0,57400.0,61350.0,32950.0,33900.0,64100.0,49700.0,55100.0,47850.0
2018-12-20,60900.0,50400.0,57400.0,61350.0,32950.0,33900.0,64100.0,49700.0,55100.0,47850.0
2018-12-21,60900.0,50400.0,57400.0,61350.0,32950.0,33900.0,64100.0,49700.0,55100.0,47850.0
2018-12-22,,,,,,,,,,
2018-12-23,,,,,,,,,,
2018-12-24,60900.0,50400.0,57400.0,61350.0,32950.0,33900.0,64100.0,49700.0,55100.0,47850.0
2018-12-25,,,,,,,,,,
2018-12-26,59900.0,57850.0,56650.0,61350.0,33250.0,33900.0,64100.0,49700.0,56100.0,55800.0
2018-12-27,59900.0,57850.0,56650.0,61350.0,33250.0,33900.0,64100.0,49700.0,56100.0,55800.0
2018-12-28,59900.0,57850.0,56650.0,61350.0,33250.0,33900.0,64100.0,49700.0,56100.0,55800.0
2018-12-29,,,,,,,,,,
2018-12-30,,,,,,,,,,
2018-12-31,59900.0,57850.0,56650.0,61350.0,33250.0,33900.0,64100.0,49700.0,56100.0,55800.0
2019-01-01,,,,,,,,,,
2019-01-02,60900.0,57850.0,54900.0,62000.0,32350.0,33900.0,59700.0,49700.0,56100.0,59800.0
2019-01-03,60900.0,57850.0,54900.0,62000.0,32350.0,33900.0,59700.0,49700.0,56100.0,59800.0
2019-01-04,60900.0,57850.0,54900.0,62000.0,32350.0,33900.0,59700.0,49700.0,56100.0,59800.0
2019-01-05,,,,,,,,,,
2019-01-06,,,,,,,,,,
2019-01-07,60900.0,57850.0,54900.0,62000.0,32350.0,33900.0,59700.0,49700.0,56100.0,59800.0
2019-01-08,60900.0,57850.0,54900.0,62000.0,32350.0,33900.0,59700.0,49700.0,56100.0,59800.0
2019-01-09,60900.0,52550.0,60550.0,62000.0,31750.0,33900.0,64000.0,49700.0,55100.0,59800.0
2019-01-10,60900.0,52550.0,60550.0,62000.0,31750.0,33900.0,64000.0,49700.0,55100.0,59800.0
2019-01-11,60900.0,52550.0,60550.0,62000.0,31750.0,33900.0,64000.0,49700.0,55100.0,59800.0
2019-01-12,,,,,,,,,,
2019-01-13,,,,,,,,,,
2019-01-14,60900.0,52550.0,60550.0,62000.0,31750.0,33900.0,64000.0,49700.0,55100.0,59800.0
2019-01-15,60900.0,52550.0,60550.0,62000.0,31750.0,33900.0,64000.0,49700.0,55100.0,59800.0
2019-01-16,60900.0,54700.0,62200.0,63600.0,32750.0,33900.0,63600.0,49700.0,57450.0,59800.0
2019-01-17,60900.0,54700.0,62200.0,63600.0,32750.0,33900.0,63600.0,49700.0,57450.0,59800.0
2019-01-18,60900.0,54700.0,62200.0,63600.0,32750.0,33900.0,63600.0,49700.0,57450.0,59800.0
2019-01-19,,,,,,,,,,
2019-01-20,,,,,,,,,,
2019-01-21,60900.0,54700.0,62200.0,63600.0,32750.0,33900.0,63600.0,49700.0,57450.0,59800.0
2019-01-22,60900.0,54700.0,62200.0,63600.0,32750.0,33900.0,63600.0,49700.0,57450.0,59800.0
2019-01-23,60900.0,54700.0,62200.0,62950.0,27350.0,33900.0,63300.0,49900.0,57450.0,59400.0
2019-01-24,60900.0,54700.0,62200.0,62950.0,27350.0,33900.0,63300.0,49900.0,57450.0,59400.0
2019-01-25,60900.0,54700.0,62200.0,62950.0,27350.0,33900.0,63300.0,49900.0,57450.0,59400.0
2019-01-26,,,,,,,,,,
2019-01-27,,,,,,,,,,
2019-01-28,60900.0,54700.0,62200.0,62950.0,27350.0,33900.0,63300.0,49900.0,57450.0,59400.0
2019-01-29,60900.0,54700.0,62200.0,62950.0,27350.0,33900.0,63300.0,49900.0,57450.0,59400.0
2019-01-30,60900.0,54700.0,62200.0,62950.0,27350.0,33900.0,63300.0,49900.0,57450.0,59400.0
2019-01-31,60900.0,54700.0,62200.0,62950.0,27350.0,33900.0,63300.0,49900.0,57450.0,59400.0
2019-02-01,60900.0,54700.0,62200.0,62950.0,27350.0,33900.0,63300.0,49900.0,57450.0,59400.0
2019-02-02,,,,,,,,,,
2019-02-03,,,,,,,,,,
2019-02-04,60900.0,54700.0,62200.0,62950.0,27350.0,33900.0,63300.0,49900.0,57450.0,59400.0
2019-02-05,,,,,,,,,,
2019-02-06,60900.0,53450.0,58300.0,61700.0,30050.0,31150.0,63100.0,48350.0,53450.0,52800.0
2019-02-07,60900.0,53450.0,58300.0,61700.0,30050.0,31150.0,63100.0,48350.0,53450.0,52800.0
2019-02-08,60900.0,53450.0,58300.0,61700.0,30050.0,31150.0,63100.0,48350.0,53450.0,52800.0
2019-02-09,,,,,,,,,,
2019-02-10,,,,,,,,,,
2019-02-11,60900.0,53450.0,58300.0,61700.0,30050.0,31150.0,63100.0,48350.0,53450.0,52800.0
2019-02-12,60900.0,53450.0,58300.0,61700.0,30050.0,31150.0,63100.0,48350.0,53450.0,52800.0
2019-02-13,60900.0,53450.0,57800.0,54450.0,30050.0,31150.0,62650.0,48350.0,54100.0,42200.0
2019-02-14,60900.0,53450.0,57800.0,54450.0,30050.0,31150.0,62650.0,48350.0,54100.0,42200.0
2019-02-15,60900.0,53450.0,57800.0,54450.0,30050.0,31150.0,62650.0,48350.0,54100.0,42200.0
2019-02-16,,,,,,,,,,
2019-02-17,,,,,,,,,,
2019-02-18,60900.0,53450.0,57800.0,54450.0,30050.0,31150.0,62650.0,48350.0,54100.0,42200.0
2019-02-19,60900.0,53450.0,57800.0,54450.0,30050.0,31150.0,62650.0,48350.0,54100.0,42200.0
2019-02-20,60900.0,52850.0,56400.0,51950.0,28950.0,31150.0,61350.0,46700.0,50450.0,45550.0
2019-02-21,60900.0,52850.0,56400.0,51950.0,28950.0,31150.0,61350.0,46700.0,50450.0,45550.0
2019-02-22,60900.0,52850.0,56400.0,51950.0,28950.0,31150.0,61350.0,46700.0,50450.0,45550.0
2019-02-23,,,,,,,,,,
2019-02-24,,,,,,,,,,
2019-02-25,60900.0,52850.0,56400.0,51950.0,28950.0,31150.0,61350.0,46700.0,50450.0,45550.0
2019-02-26,60900.0,52850.0,56400.0,51950.0,28950.0,31150.0,61350.0,46700.0,50450.0,45550.0
2019-02-27,60900.0,52850.0,56650.0,51950.0,30300.0,31150.0,61350.0,45950.0,53350.0,45550.0
2019-02-28,60900.0,52850.0,56650.0,51950.0,30300.0,31150.0,61350.0,45950.0,53350.0,45550.0
2019-03-01,60900.0,52850.0,56650.0,51950.0,30300.0,31150.0,61350.0,45950.0,53350.0,45550.0
2019-03-02,,,,,,,,,,
2019-03-03,,,,,,,,,,
2019-03-04,60900.0,52850.0,56650.0,51950.0,30300.0,31150.0,61350.0,45950.0,53350.0,45550.0
2019-03-05,60900.0,52850.0,56650.0,51950.0,30300.0,31150.0,61350.0,45950.0,53350.0,45550.0
2019-03-06,60900.0,52100.0,56650.0,51700.0,28700.0,31150.0,61200.0,45950.0,55700.0,44850.0
2019-03-07,,,,,,,,,,
2019-03-08,60900.0,52100.0,56650.0,51700.0,28700.0,31150.0,61200.0,45950.0,55700.0,44850.0
2019-03-09,,,,,,,,,,
2019-03-10,,,,,,,,,,
2019-03-11,60900.0,52100.0,56650.0,51700.0,28700.0,31150.0,61200.0,45950.0,55700.0,44850.0
2019-03-12,60900.0,52100.0,56650.0,51700.0,28700.0,31150.0,61200.0,45950.0,55700.0,44850.0
2019-03-13,60900.0,52600.0,56650.0,49450.0,25750.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-03-14,60900.0,52600.0,56650.0,49450.0,25750.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-03-15,60900.0,52600.0,56650.0,49450.0,25750.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-03-16,,,,,,,,,,
2019-03-17,,,,,,,,,,
2019-03-18,60900.0,52600.0,56650.0,49450.0,25750.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-03-19,60900.0,52600.0,56650.0,49450.0,25750.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-03-20,60900.0,51850.0,56650.0,51450.0,22750.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-03-21,60900.0,51850.0,56650.0,51450.0,22750.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-03-22,60900.0,51850.0,56650.0,51450.0,22750.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-03-23,,,,,,,,,,
2019-03-24,,,,,,,,,,
2019-03-25,60900.0,51850.0,56650.0,51450.0,22750.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-03-26,60900.0,51850.0,56650.0,51450.0,22750.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-03-27,60900.0,51850.0,56650.0,53200.0,23250.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-03-28,60900.0,51850.0,56650.0,53200.0,23250.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-03-29,60900.0,51850.0,56650.0,53200.0,23250.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-03-30,,,,,,,,,,
2019-03-31,,,,,,,,,,
2019-04-01,60900.0,51850.0,56650.0,53200.0,23250.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-04-02,60900.0,51850.0,56650.0,53200.0,23250.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-04-03,,,,,,,,,,
2019-04-04,60900.0,51850.0,56650.0,55450.0,23600.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-04-05,60900.0,51850.0,56650.0,55450.0,23600.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-04-06,,,,,,,,,,
2019-04-07,,,,,,,,,,
2019-04-08,60900.0,51850.0,56650.0,55450.0,23600.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-04-09,60900.0,51850.0,56650.0,55450.0,23600.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-04-10,60900.0,52050.0,59900.0,57700.0,27100.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-04-11,60900.0,52050.0,59900.0,57700.0,27100.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-04-12,60900.0,52050.0,59900.0,57700.0,27100.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-04-13,,,,,,,,,,
2019-04-14,,,,,,,,,,
2019-04-15,60900.0,52050.0,59900.0,57700.0,27100.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-04-16,60900.0,52050.0,59900.0,57700.0,27100.0,31000.0,61200.0,45950.0,55700.0,44050.0
2019-04-17,60900.0,52050.0,58400.0,47200.0,35500.0,31000.0,61200.0,45950.0,53200.0,44050.0
2019-04-18,60900.0,52050.0,58400.0,47200.0,35500.0,31000.0,61200.0,45950.0,53200.0,44050.0
2019-04-19,,,,,,,,,,
2019-04-20,,,,,,,,,,
2019-04-21,,,,,,,,,,
2019-04-22,60900.0,52050.0,58400.0,47200.0,35500.0,31000.0,61200.0,45950.0,53200.0,44050.0
2019-04-23,60900.0,52050.0,58400.0,47200.0,35500.0,31000.0,61200.0,45950.0,53200.0,44050.0
2019-04-24,67900.0,52050.0,58400.0,52450.0,34800.0,31000.0,61350.0,46200.0,51600.0,44050.0
2019-04-25,67900.0,52050.0,58400.0,52450.0,34800.0,31000.0,61350.0,46200.0,51600.0,44050.0
2019-04-26,67900.0,52050.0,58400.0,52450.0,34800.0,31000.0,61350.0,46200.0,51600.0,44050.0
2019-04-27,,,,,,,,,,
2019-04-28,,,,,,,,,,
2019-04-29,67900.0,52050.0,58400.0,52450.0,34800.0,31000.0,61350.0,46200.0,51600.0,44050.0
2019-04-30,67900.0,52050.0,58400.0,52450.0,34800.0,31000.0,61350.0,46200.0,51600.0,44050.0
2019-05-01,,,,,,,,,,
2019-05-02,67900.0,57550.0,71650.0,59450.0,31850.0,32250.0,61200.0,47950.0,54600.0,48450.0
2019-05-03,67900.0,57550.0,71650.0,59450.0,31850.0,32250.0,61200.0,47950.0,54600.0,48450.0
2019-05-04,,,,,,,,,,
2019-05-05,,,,,,,,,,
2019-05-06,67900.0,57550.0,71650.0,59450.0,31850.0,32250.0,61200.0,47950.0,54600.0,48450.0
2019-05-07,67900.0,57550.0,71650.0,59450.0,31850.0,32250.0,61200.0,47950.0,54600.0,48450.0
2019-05-08,67900.0,54950.0,72800.0,60700.0,32350.0,35900.0,64100.0,47950.0,54600.0,48450.0
2019-05-09,67900.0,54950.0,72800.0,60700.0,32350.0,35900.0,64100.0,47950.0,54600.0,48450.0
2019-05-10,67900.0,54950.0,72800.0,60700.0,32350.0,35900.0,64100.0,47950.0,54600.0,48450.0
2019-05-11,,,,,,,,,,
2019-05-12,,,,,,,,,,
2019-05-13,67900.0,54950.0,72800.0,60700.0,32350.0,35900.0,64100.0,47950.0,54600.0,48450.0
2019-05-14,67900.0,54950.0,72800.0,60700.0,32350.0,35900.0,64100.0,47950.0,54600.0,48450.0
2019-05-15,67800.0,66450.0,72800.0,65700.0,38350.0,35900.0,60550.0,47950.0,54600.0,47700.0
2019-05-16,67800.0,66450.0,72800.0,65700.0,38350.0,35900.0,60550.0,47950.0,54600.0,47700.0
2019-05-17,67800.0,66450.0,72800.0,65700.0,38350.0,35900.0,60550.0,47950.0,54600.0,47700.0
2019-05-18,,,,,,,,,,
2019-05-19,,,,,,,,,,
2019-05-20,67800.0,66450.0,72800.0,65700.0,38350.0,35900.0,60550.0,47950.0,54600.0,47700.0
2019-05-21,67800.0,66450.0,72800.0,65700.0,38350.0,35900.0,60550.0,47950.0,54600.0,47700.0
2019-05-22,67800.0,67900.0,66150.0,67800.0,38950.0,37600.0,66000.0,50450.0,58200.0,47700.0
2019-05-23,67800.0,67900.0,66150.0,67800.0,38950.0,37600.0,66000.0,50450.0,58200.0,47700.0
2019-05-24,67800.0,67900.0,66150.0,67800.0,38950.0,37600.0,66000.0,50450.0,58200.0,47700.0
2019-05-25,,,,,,,,,,
2019-05-26,,,,,,,,,,
2019-05-27,67800.0,67900.0,66150.0,67800.0,38950.0,37600.0,66000.0,50450.0,58200.0,47700.0
2019-05-28,67800.0,67900.0,66150.0,67800.0,38950.0,37600.0,66000.0,50450.0,58200.0,47700.0
2019-05-29,67800.0,67900.0,66150.0,67800.0,38950.0,37600.0,66000.0,50450.0,58200.0,47700.0
2019-05-30,,,,,,,,,,
2019-05-31,67800.0,67900.0,66150.0,67800.0,38950.0,37600.0,66000.0,50450.0,58200.0,47700.0
2019-06-01,,,,,,,,,,
2019-06-02,,,,,,,,,,
2019-06-03,67800.0,67900.0,66150.0,67800.0,38950.0,37600.0,66000.0,50450.0,58200.0,47700.0
2019-06-04,67800.0,67900.0,66150.0,67800.0,38950.0,37600.0,66000.0,50450.0,58200.0,47700.0
2019-06-05,67800.0,68650.0,82150.0,67450.0,56600.0,37600.0,68450.0,50700.0,58700.0,58050.0
2019-06-06,67800.0,68650.0,82150.0,67450.0,56600.0,37600.0,68450.0,50700.0,58700.0,58050.0
2019-06-07,67800.0,68650.0,82150.0,67450.0,56600.0,37600.0,68450.0,50700.0,58700.0,58050.0
2019-06-08,,,,,,,,,,
2019-06-09,,,,,,,,,,
2019-06-10,67800.0,68650.0,82150.0,67450.0,56600.0,37600.0,68450.0,50700.0,58700.0,58050.0
2019-06-11,67800.0,68650.0,82150.0,67450.0,56600.0,37600.0,68450.0,50700.0,58700.0,58050.0
2019-06-12,67800.0,76550.0,82150.0,75950.0,56600.0,50200.0,81700.0,59450.0,56200.0,78150.0
2019-06-13,67800.0,76550.0,82150.0,75950.0,56600.0,50200.0,81700.0,59450.0,56200.0,78150.0
2019-06-14,67800.0,76550.0,82150.0,75950.0,56600.0,50200.0,81700.0,59450.0,56200.0,78150.0
2019-06-15,,,,,,,,,,
2019-06-16,,,,,,,,,,
2019-06-17,67800.0,76550.0,82150.0,75950.0,56600.0,50200.0,81700.0,59450.0,56200.0,78150.0
2019-06-18,67800.0,76550.0,82150.0,75950.0,56600.0,50200.0,81700.0,59450.0,56200.0,78150.0
2019-06-19,67800.0,86550.0,83700.0,73100.0,48200.0,50200.0,75400.0,81700.0,62150.0,78150.0
2019-06-20,67800.0,86550.0,83700.0,73100.0,48200.0,50200.0,75400.0,81700.0,62150.0,78150.0
2019-06-21,67800.0,86550.0,83700.0,73100.0,48200.0,50200.0,75400.0,81700.0,62150.0,78150.0
2019-06-22,,,,,,,,,,
2019-06-23,,,,,,,,,,
2019-06-24,67800.0,86550.0,83700.0,73100.0,48200.0,50200.0,75400.0,81700.0,62150.0,78150.0
2019-06-25,67800.0,86550.0,83700.0,73100.0,48200.0,50200.0,75400.0,81700.0,62150.0,78150.0
2019-06-26,67800.0,80750.0,85200.0,73050.0,50800.0,52800.0,75400.0,81700.0,63450.0,78150.0
2019-06-27,67800.0,80750.0,85200.0,73050.0,50800.0,52800.0,75400.0,81700.0,63450.0,78150.0
2019-06-28,67800.0,80750.0,85200.0,73050.0,50800.0,52800.0,75400.0,81700.0,63450.0,78150.0
2019-06-29,,,,,,,,,,
2019-06-30,,,,,,,,,,
2019-07-01,67800.0,80750.0,85200.0,73050.0,50800.0,52800.0,75400.0,81700.0,63450.0,78150.0
2019-07-02,67800.0,80750.0,85200.0,73050.0,50800.0,52800.0,75400.0,81700.0,63450.0,78150.0
2019-07-03,92400.0,85100.0,87950.0,75150.0,45850.0,53600.0,86350.0,80200.0,75150.0,77450.0
2019-07-04,92400.0,85100.0,87950.0,75150.0,45850.0,53600.0,86350.0,80200.0,75150.0,77450.0
2019-07-05,92400.0,85100.0,87950.0,75150.0,45850.0,53600.0,86350.0,80200.0,75150.0,77450.0
2019-07-06,,,,,,,,,,
2019-07-07,,,,,,,,,,
2019-07-08,92400.0,85100.0,87950.0,75150.0,45850.0,53600.0,86350.0,80200.0,75150.0,77450.0
2019-07-09,92400.0,85100.0,87950.0,75150.0,45850.0,53600.0,86350.0,80200.0,75150.0,77450.0
2019-07-10,92400.0,90750.0,88450.0,90650.0,49150.0,57200.0,84600.0,97700.0,79800.0,90300.0
2019-07-11,92400.0,90750.0,88450.0,90650.0,49150.0,57200.0,84600.0,97700.0,79800.0,90300.0
2019-07-12,92400.0,90750.0,88450.0,90650.0,49150.0,57200.0,84600.0,97700.0,79800.0,90300.0
2019-07-13,,,,,,,,,,
2019-07-14,,,,,,,,,,
2019-07-15,92400.0,90750.0,88450.0,90650.0,49150.0,57200.0,84600.0,97700.0,79800.0,90300.0
2019-07-16,92400.0,90750.0,88450.0,90650.0,49150.0,57200.0,84600.0,97700.0,79800.0,90300.0
2019-07-17,92400.0,92400.0,88450.0,90150.0,50400.0,109000.0,83750.0,77400.0,79800.0,91800.0
2019-07-18,92400.0,92400.0,88450.0,90150.0,50400.0,109000.0,83750.0,77400.0,79800.0,91800.0
2019-07-19,92400.0,92400.0,88450.0,90150.0,50400.0,109000.0,83750.0,77400.0,79800.0,91800.0
2019-07-20,,,,,,,,,,
2019-07-21,,,,,,,,,,
2019-07-22,92400.0,92400.0,88450.0,90150.0,50400.0,109000.0,83750.0,77400.0,79800.0,91800.0
2019-07-23,92400.0,92400.0,88450.0,90150.0,50400.0,109000.0,83750.0,77400.0,79800.0,91800.0
2019-07-24,92400.0,96900.0,102300.0,102150.0,53450.0,108000.0,83750.0,77400.0,85300.0,102450.0
2019-07-25,92400.0,96900.0,102300.0,102150.0,53450.0,108000.0,83750.0,77400.0,85300.0,102450.0
2019-07-26,92400.0,96900.0,102300.0,102150.0,53450.0,108000.0,83750.0,77400.0,85300.0,102450.0
2019-07-27,,,,,,,,,,
2019-07-28,,,,,,,,,,
2019-07-29,92400.0,96900.0,102300.0,102150.0,53450.0,108000.0,83750.0,77400.0,85300.0,102450.0
2019-07-30,92400.0,96900.0,102300.0,102150.0,53450.0,108000.0,83750.0,77400.0,85300.0,102450.0
2019-07-31,92400.0,96900.0,102300.0,102150.0,53450.0,108000.0,83750.0,77400.0,85300.0,102450.0
2019-08-01,92400.0,96900.0,102300.0,102150.0,53450.0,108000.0,83750.0,77400.0,85300.0,102450.0
2019-08-02,92400.0,96900.0,102300.0,102150.0,53450.0,108000.0,83750.0,77400.0,85300.0,102450.0
2019-08-03,,,,,,,,,,
2019-08-04,,,,,,,,,,
2019-08-05,92400.0,96900.0,102300.0,102150.0,53450.0,108000.0,83750.0,77400.0,85300.0,102450.0
2019-08-06,92400.0,96900.0,102300.0,102150.0,53450.0,108000.0,83750.0,77400.0,85300.0,102450.0
2019-08-07,92400.0,99400.0,102050.0,103350.0,58050.0,123000.0,88000.0,84400.0,89900.0,102450.0
2019-08-08,92400.0,99400.0,102050.0,103350.0,58050.0,123000.0,88000.0,84400.0,89900.0,102450.0
2019-08-09,92400.0,99400.0,102050.0,103350.0,58050.0,123000.0,88000.0,84400.0,89900.0,102450.0
2019-08-10,,,,,,,,,,
2019-08-11,,,,,,,,,,
2019-08-12,92400.0,99400.0,102050.0,103350.0,58050.0,123000.0,88000.0,84400.0,89900.0,102450.0
2019-08-13,92400.0,99400.0,102050.0,103350.0,58050.0,123000.0,88000.0,84400.0,89900.0,102450.0
2019-08-14,92400.0,101200.0,110550.0,101600.0,57550.0,123000.0,88000.0,72350.0,89900.0,102450.0
2019-08-15,92400.0,101200.0,110550.0,101600.0,57550.0,123000.0,88000.0,72350.0,89900.0,102450.0
2019-08-16,92400.0,101200.0,110550.0,101600.0,57550.0,123000.0,88000.0,72350.0,89900.0,102450.0
2019-08-17,,,,,,,,,,
2019-08-18,,,,,,,,,,
2019-08-19,92400.0,101200.0,110550.0,101600.0,57550.0,123000.0,88000.0,72350.0,89900.0,102450.0
2019-08-20,92400.0,101200.0,110550.0,101600.0,57550.0,123000.0,88000.0,72350.0,89900.0,102450.0
2019-08-21,92400.0,117900.0,116050.0,113350.0,56700.0,123000.0,88000.0,72350.0,97600.0,107450.0
2019-08-22,92400.0,117900.0,116050.0,113350.0,56700.0,123000.0,88000.0,72350.0,97600.0,107450.0
2019-08-23,92400.0,117900.0,116050.0,113350.0,56700.0,123000.0,88000.0,72350.0,97600.0,107450.0
2019-08-24,,,,,,,,,,
2019-08-25,,,,,,,,,,
2019-08-26,92400.0,117900.0,116050.0,113350.0,56700.0,123000.0,88000.0,72350.0,97600.0,107450.0
2019-08-27,92400.0,117900.0,116050.0,113350.0,56700.0,123000.0,88000.0,72350.0,97600.0,107450.0
2019-08-28,92400.0,116750.0,111800.0,113350.0,60850.0,123000.0,88000.0,72350.0,100100.0,107450.0
2019-08-29,92400.0,116750.0,111800.0,113350.0,60850.0,123000.0,88000.0,72350.0,100100.0,107450.0
2019-08-30,92400.0,116750.0,111800.0,113350.0,60850.0,123000.0,88000.0,72350.0,100100.0,107450.0
2019-08-31,,,,,,,,,,
2019-09-01,,,,,,,,,,
2019-09-02,92400.0,116750.0,111800.0,113350.0,60850.0,123000.0,88000.0,72350.0,100100.0,107450.0
2019-09-03,92400.0,116750.0,111800.0,113350.0,60850.0,123000.0,88000.0,72350.0,100100.0,107450.0
2019-09-04,92400.0,108500.0,112050.0,116900.0,59800.0,109900.0,89550.0,74750.0,99600.0,107450.0
2019-09-05,92400.0,108500.0,112050.0,116900.0,59800.0,109900.0,89550.0,74750.0,99600.0,107450.0
2019-09-06,92400.0,108500.0,112050.0,116900.0,59800.0,109900.0,89550.0,74750.0,99600.0,107450.0
2019-09-07,,,,,,,,,,
2019-09-08,,,,,,,,,,
2019-09-09,92400.0,108500.0,112050.0,116900.0,59800.0,109900.0,89550.0,74750.0,99600.0,107450.0
2019-09-10,92400.0,108500.0,112050.0,116900.0,59800.0,109900.0,89550.0,74750.0,99600.0,107450.0
2019-09-11,91400.0,110050.0,110550.0,102150.0,63700.0,107000.0,89550.0,100800.0,99600.0,107450.0
2019-09-12,91400.0,110050.0,110550.0,102150.0,63700.0,107000.0,89550.0,100800.0,99600.0,107450.0
